Form_Number,Age,Gender,No.of dependents,Occupation,City,"Education(1-ungraduate, 2-graduate,3-postgraduate)",Personal Income(in $),Personal Income,Family Income(in $),Family Income,Amount invested In last 6 months,Amount invested till date(in $),Amount invested till date,Earnings till date(NFT),Retained,last_transaction
2458,34,Male,0,self_employed,1020,2,12174.22,913066.5,11820.55,2364110,44012.25,2934.15,44012.25,7335.00,0,30-11-2019
2459,69,Male,0,self_employed,94,3,2761.94,207145.5,2503.32,500664,10.05,0.67,10.05,35.00,0,08-12-2019
2460,34,Male,0,self_employed,1096,1,2248.78,168658.5,2462.55,492510,29262.15,1950.81,29262.15,4666.00,0,26-12-2019
2461,38,Male,3,self_employed,334,3,3276.95,245771.25,4498.14,899628,79458.6,5297.24,79458.6,2979.00,0,31-12-2019
2462,36,Female,0,self_employed,621,3,5437.26,407794.5,4620.89,924178,0.9,0.06,0.9,3028.00,0,15-11-2019
2463,90,Male,0,self_employed,1020,3,5504.25,412818.75,5591.31,1118262,2150.55,143.37,2150.55,2459.00,0,31-05-2019
2464,87,Female,0,self_employed,1096,3,10719.08,803931,10543.51,2108702,8.55,0.57,8.55,4482.00,0,19-12-2019
2465,34,Female,0,self_employed,1020,1,3078.39,230879.25,3780.84,756168,2.85,0.19,2.85,465.00,0,27-09-2019
2466,74,Male,0,self_employed,656,2,2747.85,206088.75,3069.2,613840,7.65,0.51,7.65,2062.00,0,27-12-2019
2467,40,Male,0,self_employed,492,3,7118.28,533871,6309,1261800,1.05,0.07,1.05,3069.00,0,11-12-2019
2468,53,Male,0,self_employed,1540,1,5799.8,434985,38617.25,7723450,1028574.15,68571.61,1028574.15,70485.00,1,18-05-2019
2469,45,Male,3,self_employed,1096,2,13381.77,1003632.75,14237.5,2847500,9632.85,642.19,9632.85,5348.00,0,NaT
2470,14,Male,,student,1020,2,2351.84,176388,2255.61,451122,6.9,0.46,6.9,45.00,0,NaT
2471,18,Female,0,self_employed,1096,1,2097.3,157297.5,2124.11,424822,577.35,38.49,577.35,0.00,0,02-10-2019
2472,65,Male,0,salaried,1540,3,15348.53,1151139.75,12566.87,2513374,2256.9,150.46,2256.9,5427.00,0,27-11-2019
2473,37,Female,0,salaried,1392,3,24252.82,1818961.5,24653.02,4930604,6.9,0.46,6.9,9211.00,1,06-10-2019
2474,37,Female,0,self_employed,621,3,11393.73,854529.75,11756.32,2351264,1654.95,110.33,1654.95,5698.00,0,01-09-2019
2475,70,Male,0,self_employed,905,2,2512.41,188430.75,2079.26,415852,1.35,0.09,1.35,1244.00,0,20-07-2019
2476,45,Male,2,self_employed,905,3,6040.02,453001.5,3199.05,639810,1246.5,83.1,1246.5,566.00,0,28-12-2019
2477,35,Female,,self_employed,6,3,9748.7,731152.5,7169.92,1433984,9.6,0.64,9.6,3546.00,0,08-11-2019
2478,34,Male,0,self_employed,56,3,4839.5,362962.5,5271.14,1054228,4291.5,286.1,4291.5,5465.00,0,22-09-2019
2479,24,Female,0,student,334,2,3351.41,251355.75,3176.48,635296,8927.7,595.18,8927.7,5654.00,0,25-09-2019
2480,20,Male,0,student,745,2,3237.85,242838.75,3278.67,655734,408,27.2,408,84.00,0,28-11-2019
2481,61,Male,3,salaried,966,2,717.29,53796.75,4903.24,980648,15922.2,1061.48,15922.2,2840.00,0,14-12-2019
2482,30,Male,0,self_employed,61,3,7414.16,556062,5176.23,1035246,7.35,0.49,7.35,65.00,0,12-12-2019
2483,29,Female,0,self_employed,914,2,6960.72,522054,6960.72,1392144,9.9,0.66,9.9,3579.00,0,18-07-2019
2484,80,Male,0,retired,656,2,5138.53,385389.75,5114.16,1022832,3.9,0.26,3.9,1720.00,0,28-11-2019
2485,42,Female,0,self_employed,623,2,1225.29,91896.75,1779.79,355958,5.85,0.39,5.85,864.00,0,08-10-2019
2486,77,Male,0,self_employed,617,2,25457.02,1909276.5,27577.22,5515444,3.6,0.24,3.6,27661.00,0,25-12-2019
2487,29,Male,0,student,1020,2,3478.99,260924.25,3478.99,695798,6.45,0.43,6.45,257.00,0,16-04-2019
2488,48,Male,,self_employed,1096,2,22417.54,1681315.5,21210.36,4242072,80298.9,5353.26,80298.9,54.00,0,20-10-2019
2489,51,Female,,salaried,1338,3,4610.18,345763.5,4241.52,848304,4.35,0.29,4.35,5432.00,0,09-10-2019
2490,63,Male,1,retired,1232,2,31.19,2339.25,2315.36,463072,25715.85,1714.39,25715.85,77.00,1,02-11-2019
2491,68,Female,0,self_employed,856,2,4552.62,341446.5,1697.86,339572,6.9,0.46,6.9,883.00,0,24-12-2019
2492,84,Female,0,self_employed,318,1,1190.46,89284.5,1748.72,349744,5.1,0.34,5.1,231.00,0,10-12-2019
2493,34,Female,0,student,,2,5809.18,435688.5,5809.18,1161836,7.05,0.47,7.05,564.00,0,31-08-2019
2494,47,Male,0,salaried,834,2,5127.71,384578.25,2930.91,586182,115289.55,7685.97,115289.55,5642.00,0,20-12-2019
2495,38,Male,0,self_employed,61,3,3319.08,248931,3439.51,687902,11577.45,771.83,11577.45,2453.00,0,14-12-2019
2496,62,Male,0,salaried,1020,1,4343.36,325752,3937.93,787586,2.85,0.19,2.85,23.00,0,17-12-2019
2497,62,Male,0,self_employed,656,3,6214.19,466064.25,6137.39,1227478,4.05,0.27,4.05,677.00,0,06-10-2019
2498,57,Male,4,self_employed,1032,3,6102.33,457674.75,6136.66,1227332,3390,226,3390,1891.00,0,05-12-2019
2499,90,,0,self_employed,1020,2,4221.12,316584,4221.12,844224,3,0.2,3,1014.00,0,08-01-2019
2500,45,Male,0,self_employed,1636,3,1682.4,126180,1682.4,336480,6.45,0.43,6.45,534.00,0,NaT
2501,48,Male,0,self_employed,684,2,4211.63,315872.25,3040.49,608098,24970.95,1664.73,24970.95,2730.00,0,26-11-2019
2502,63,Female,0,salaried,1096,2,428.92,32169,3665.39,733078,1616839.35,107789.29,1616839.35,7768.00,1,21-12-2019
2503,39,Female,0,salaried,575,2,22725.14,1704385.5,18212.01,3642402,16828.95,1121.93,16828.95,11154.00,0,28-12-2019
2504,60,Male,0,self_employed,15,1,2830.63,212297.25,3878.67,775734,57323.4,3821.56,57323.4,556.00,0,31-12-2019
2505,43,Male,0,self_employed,1232,2,5669.56,425217,1722.63,344526,4884,325.6,4884,444.00,0,31-12-2019
2506,50,Male,1,salaried,1020,2,16189.61,1214220.75,3281.67,656334,222947.85,14863.19,222947.85,4367.00,1,31-12-2019
2508,38,Male,0,self_employed,365,2,2050.81,153810.75,1620.17,324034,32748.9,2183.26,32748.9,2289.00,0,26-12-2019
2509,25,Male,0,student,1020,1,15075.84,1130688,14410.28,2882056,5.4,0.36,5.4,10688.00,0,07-11-2019
2510,69,Male,0,retired,1593,2,6281.46,471109.5,6281.46,1256292,0.45,0.03,0.45,3042.00,0,16-02-2019
2511,26,Male,0,salaried,409,2,11989.2,899190,11640.77,2328154,1907.25,127.15,1907.25,10413.00,0,26-12-2019
2512,58,Male,0,retired,621,2,1509.33,113199.75,1509.33,301866,7.5,0.5,7.5,241.00,0,19-09-2019
2513,48,Male,3,salaried,1525,3,5967.17,447537.75,6040.02,1208004,57162.45,3810.83,57162.45,7202.00,0,14-12-2019
2515,63,Male,1,self_employed,834,2,1457.71,109328.25,1463.16,292632,26160.15,1744.01,26160.15,1113.00,0,20-12-2019
2516,47,Female,0,salaried,578,3,4598.05,344853.75,4531.87,906374,7.35,0.49,7.35,562.00,0,17-12-2019
2517,90,Male,0,self_employed,409,2,3832.73,287454.75,3567.14,713428,9002.4,600.16,9002.4,49.00,0,07-11-2019
2518,39,Female,0,self_employed,905,2,4451.95,333896.25,1464.69,292938,4289.85,285.99,4289.85,4743.00,0,26-12-2019
2519,75,Male,0,retired,834,2,22160.88,1662066,17817.5,3563500,2.1,0.14,2.1,1657.00,0,29-10-2019
2520,53,Female,0,salaried,1020,1,26714.09,2003556.75,22951.62,4590324,340190.85,22679.39,340190.85,31694.00,1,23-10-2019
2521,58,Male,2,salaried,1096,3,3207.2,240540,2002.78,400556,9010.05,600.67,9010.05,2577.00,0,24-12-2019
2522,50,Male,0,salaried,1232,2,7376.02,553201.5,19492.49,3898498,50929.35,3395.29,50929.35,565657.00,1,05-12-2019
2523,45,Male,0,self_employed,1020,2,1062.38,79678.5,1701.54,340308,105321.75,7021.45,105321.75,366.00,0,10-12-2019
2524,34,Male,0,salaried,1563,2,1776.88,133266,2476.71,495342,436.95,29.13,436.95,837.00,0,04-12-2019
2525,40,Male,0,self_employed,409,2,302.26,22669.5,3590.56,718112,133.5,8.9,133.5,574.00,1,11-09-2019
2526,62,Male,0,salaried,334,1,3926.14,294460.5,2041.21,408242,2.85,0.19,2.85,19982.00,0,31-12-2019
2527,51,Male,0,self_employed,834,3,11848.2,888615,11719.19,2343838,8699.55,579.97,8699.55,4465.00,0,31-12-2019
2528,58,Female,0,salaried,1071,2,41375.36,3103152,14534.88,2906976,64286.1,4285.74,64286.1,6612.00,0,NaT
2529,9,Female,0,student,578,2,2826.96,212022,2812.68,562536,6.6,0.44,6.6,447.00,0,NaT
2530,65,Female,0,self_employed,834,2,14282.15,1071161.25,30350.12,6070024,1550.55,103.37,1550.55,30837.00,1,27-04-2019
2531,35,Male,1,salaried,1315,2,4629.53,347214.75,15101.27,3020254,4296.15,286.41,4296.15,4211.00,0,28-12-2019
2532,34,Female,0,self_employed,1096,1,4268.77,320157.75,4596.45,919290,60954.9,4063.66,60954.9,1275.00,0,04-12-2019
2533,81,Female,0,self_employed,834,2,7562.91,567218.25,9705.61,1941122,46272.15,3084.81,46272.15,15755.00,0,03-12-2019
2534,71,Male,0,retired,1388,3,1465.53,109914.75,1975.54,395108,1072.95,71.53,1072.95,1484.00,0,25-12-2019
2535,26,Female,0,student,1096,2,1991.37,149352.75,1814.61,362922,27864.9,1857.66,27864.9,2134.00,0,28-12-2019
2536,76,Male,,retired,1181,3,2585,193875,3766.05,753210,17145.15,1143.01,17145.15,1261.00,0,30-05-2019
2537,39,Male,3,salaried,1020,3,11016.19,826214.25,3580.94,716188,135785.4,9052.36,135785.4,234.00,1,31-12-2019
2538,40,Male,,self_employed,409,3,2442.07,183155.25,2699.43,539886,8253,550.2,8253,482.00,0,22-12-2019
2539,24,Male,,student,1388,2,1436.09,107706.75,2398.73,479746,109632.9,7308.86,109632.9,554.00,0,06-11-2019
2540,36,Female,0,self_employed,1525,2,1423.89,106791.75,2353.65,470730,413356.35,27557.09,413356.35,913.00,0,31-12-2019
2541,62,Male,0,salaried,666,3,4033.94,302545.5,4890.67,978134,20314.65,1354.31,20314.65,2378.00,0,04-07-2019
2542,52,Female,0,self_employed,235,2,2809.26,210694.5,2884.26,576852,5.1,0.34,5.1,421.00,0,16-11-2019
2543,57,Male,0,self_employed,1444,3,3938.18,295363.5,4054.66,810932,6.6,0.44,6.6,189.00,0,22-11-2019
2544,59,Male,3,salaried,834,3,647.81,48585.75,10205.41,2041082,72391.65,4826.11,72391.65,2984.00,1,02-12-2019
2545,40,Male,0,self_employed,656,2,4533.91,340043.25,4533.91,906782,4.65,0.31,4.65,1305.00,0,NaT
2546,59,Male,2,self_employed,11,1,11971.17,897837.75,11960.6,2392120,7.65,0.51,7.65,12290.00,0,12-10-2019
2547,43,Male,,salaried,137,3,1090.75,81806.25,3888.06,777612,42859.35,2857.29,42859.35,2640.00,1,20-12-2019
2548,53,Male,0,salaried,1019,1,20390.61,1529295.75,17223.85,3444770,638571.9,42571.46,638571.9,573.00,0,28-12-2019
2549,45,Male,2,self_employed,15,1,1872.84,140463,5112.78,1022556,4802.55,320.17,4802.55,8657.00,1,05-10-2019
2550,34,Male,0,self_employed,962,3,5589.53,419214.75,5107.55,1021510,1635,109,1635,327.00,0,06-11-2019
2551,61,Female,0,self_employed,834,1,13651.15,1023836.25,13508.54,2701708,21439.05,1429.27,21439.05,12023.00,0,04-12-2019
2553,19,Male,,student,649,2,3719.5,278962.5,3719.5,743900,1.05,0.07,1.05,0.00,0,27-09-2019
2554,51,Male,,self_employed,,2,1653.93,124044.75,1899.71,379942,2.1,0.14,2.1,134.00,0,NaT
2555,25,Male,0,salaried,15,1,4068.25,305118.75,9367.21,1873442,2143.5,142.9,2143.5,6177.00,1,17-05-2019
2556,44,Male,0,salaried,61,2,2671.8,200385,2276.23,455246,566.55,37.77,566.55,156.00,0,29-11-2019
2558,49,Female,0,self_employed,1096,2,17203.45,1290258.75,17819.21,3563842,8.4,0.56,8.4,14611.00,0,29-03-2019
2559,56,Male,1,salaried,318,2,2521.62,189121.5,4618.26,923652,66174,4411.6,66174,3951.00,0,14-09-2019
2560,45,Male,3,salaried,751,2,13547.72,1016079,3333.56,666712,12623.1,841.54,12623.1,2342.00,0,26-12-2019
2561,69,Male,0,retired,146,2,2885.3,216397.5,2062.62,412524,5718.45,381.23,5718.45,2619.00,0,20-11-2019
2562,33,Female,0,student,15,1,18389.41,1379205.75,18174.54,3634908,4.35,0.29,4.35,13837.00,0,13-12-2019
2563,71,Male,0,retired,649,1,2272.36,170427,1985,397000,4.05,0.27,4.05,1337.00,0,02-06-2019
2564,21,Male,0,student,675,2,6751.55,506366.25,9052.34,1810468,24967.5,1664.5,24967.5,4430.00,0,27-12-2019
2565,74,Male,0,retired,834,3,7587.81,569085.75,2618.46,523692,21430.65,1428.71,21430.65,991.00,0,27-12-2019
2566,40,Male,0,salaried,1020,2,9521.98,714148.5,9965.88,1993176,437.55,29.17,437.55,7870.00,0,06-12-2019
2567,72,Male,,self_employed,1111,2,19389.34,1454200.5,19192.48,3838496,1102.5,73.5,1102.5,15768.00,0,05-11-2019
2568,74,Male,0,self_employed,179,2,87360.7,6552052.5,85569.8,17113960,1122.15,74.81,1122.15,93331.00,0,18-12-2019
2569,53,Male,0,self_employed,1020,3,1755.48,131661,1755.48,351096,2.55,0.17,2.55,23133.00,0,NaT
2570,36,Male,0,self_employed,409,3,3008.23,225617.25,3296.93,659386,1072.35,71.49,1072.35,221.00,0,13-11-2019
2571,26,Female,0,self_employed,1139,3,2867.18,215038.5,2265.28,453056,5.85,0.39,5.85,1419.00,0,18-12-2019
2572,25,Female,0,student,1096,3,4121.11,309083.25,3411.68,682336,12988.05,865.87,12988.05,560.00,0,31-12-2019
2573,36,Male,2,self_employed,1534,2,2374.27,178070.25,2805.49,561098,188556.45,12570.43,188556.45,5570.00,0,21-12-2019
2574,41,Female,0,self_employed,1135,3,1995.01,149625.75,2187.67,437534,4501.35,300.09,4501.35,464.00,0,NaT
2575,38,Male,1,self_employed,575,3,1088.3,81622.5,4713.39,942678,64288.95,4285.93,64288.95,10893.00,1,27-07-2019
2576,34,Male,0,salaried,1309,3,2093.86,157039.5,2457.71,491542,215.4,14.36,215.4,455.00,0,14-11-2019
2577,52,Male,0,self_employed,1020,1,6453.81,484035.75,4533.4,906680,531,35.4,531,829.00,0,20-12-2019
2578,44,Male,0,salaried,1181,2,437.88,32841,5619.34,1123868,130081.5,8672.1,130081.5,9807.00,0,14-12-2019
2579,37,Male,0,self_employed,1348,2,22832.49,1712436.75,22923.52,4584704,9.6,0.64,9.6,9408.00,0,14-12-2019
2580,39,Female,,salaried,575,2,1631.6,122370,1779.07,355814,9,0.6,9,3962.00,0,05-02-2019
2581,46,Male,0,salaried,757,3,3763.71,282278.25,3763.71,752742,9,0.6,9,5702.00,0,NaT
2582,38,Female,0,self_employed,61,2,5465.47,409910.25,4845.83,969166,3009,200.6,3009,5526.00,0,15-11-2019
2583,28,Female,1,salaried,1178,2,8887.07,666530.25,8887.07,1777414,9.6,0.64,9.6,11882.00,0,05-03-2019
2584,54,Female,0,self_employed,1096,2,28981.51,2173613.25,10624.81,2124962,258214.5,17214.3,258214.5,3792.00,0,30-12-2019
2585,42,Female,0,self_employed,613,3,1886.31,141473.25,1862.34,372468,5.4,0.36,5.4,2215.00,0,15-10-2019
2586,57,Female,3,self_employed,1181,2,4941.59,370619.25,4941.59,988318,4.65,0.31,4.65,6383.00,0,NaT
2587,52,Male,0,self_employed,594,2,23687.65,1776573.75,27067.06,5413412,9.6,0.64,9.6,38432.00,0,16-08-2019
2588,31,Female,0,self_employed,623,1,191.06,14329.5,2268.5,453700,3018.9,201.26,3018.9,2643.00,1,28-12-2019
2589,53,Male,3,self_employed,60,2,132.36,9927,1622.34,324468,13023.15,868.21,13023.15,2157.00,1,13-08-2019
2590,47,Male,0,self_employed,38,3,12336.19,925214.25,4184.02,836804,15428.85,1028.59,15428.85,2268.00,0,31-12-2019
2591,30,Male,0,self_employed,1020,1,2648.58,198643.5,6215.06,1243012,214289.85,14285.99,214289.85,3754.00,0,11-12-2019
2592,25,Male,0,salaried,409,2,963.46,72259.5,1996,399200,46044.15,3069.61,46044.15,142.00,1,19-11-2019
2593,48,Male,0,self_employed,145,3,7202.28,540171,7914.43,1582886,8.1,0.54,8.1,4875.00,0,29-11-2019
2594,38,Male,0,self_employed,1489,2,2621.99,196649.25,2639.68,527936,9.45,0.63,9.45,3404.00,0,NaT
2595,33,Female,0,salaried,1020,2,2543.25,190743.75,3179.21,635842,29334.45,1955.63,29334.45,4581.00,0,27-12-2019
2596,76,Female,0,self_employed,409,1,285560.79,21417059.25,287430.99,57486198,108918.45,7261.23,108918.45,127409.00,1,04-12-2019
2597,57,Male,0,salaried,1020,3,772.93,57969.75,2207.88,441576,40720.5,2714.7,40720.5,8536.00,0,30-07-2019
2598,27,Male,0,self_employed,1044,3,1183.18,88738.5,1799.07,359814,2.55,0.17,2.55,1802.00,0,26-12-2019
2599,32,Male,,self_employed,146,3,6554.13,491559.75,6114.04,1222808,2.55,0.17,2.55,5146.00,0,19-11-2019
2600,88,Female,0,self_employed,1020,2,1586.82,119011.5,1497.44,299488,9.15,0.61,9.15,1785.00,0,21-12-2019
2601,51,Female,2,salaried,980,3,829.26,62194.5,3186.28,637256,130364.7,8690.98,130364.7,7555.00,1,08-11-2019
2602,60,Male,0,salaried,1020,2,34974.54,2623090.5,31244.68,6248936,67079.7,4471.98,67079.7,39715.00,0,03-12-2019
2603,14,Female,0,student,1621,3,4829.9,362242.5,4629.44,925888,8.85,0.59,8.85,5295.00,0,31-10-2019
2604,66,Male,0,self_employed,1459,3,2885.71,216428.25,2885.76,577152,2.55,0.17,2.55,3729.00,0,NaT
2605,46,Male,3,self_employed,9,2,210.19,15764.25,3058.74,611748,76138.65,5075.91,76138.65,10437.00,0,29-10-2019
2606,49,Female,0,self_employed,1096,2,15727.31,1179548.25,15298.34,3059668,134464.35,8964.29,134464.35,5032.00,1,05-12-2019
2607,23,Female,1,student,834,2,14674.38,1100578.5,15768.93,3153786,561.45,37.43,561.45,21231.00,0,28-11-2019
2608,25,Male,0,student,1020,3,1761.84,132138,1780.87,356174,5361.45,357.43,5361.45,1700.00,0,20-06-2019
2609,44,Male,0,self_employed,213,3,4949.72,371229,2616.32,523264,2145.9,143.06,2145.9,1976.00,0,26-11-2019
2610,51,Female,0,self_employed,980,2,26686.7,2001502.5,22331.64,4466328,28160.55,1877.37,28160.55,22737.00,0,18-12-2019
2611,42,Male,1,self_employed,1096,3,2222.64,166698,2349.12,469824,8573.1,571.54,8573.1,1858.00,0,28-11-2019
2612,54,Female,0,self_employed,611,2,10329.09,774681.75,10329.09,2065818,6.9,0.46,6.9,13343.00,0,NaT
2613,56,Male,2,self_employed,139,2,7612.79,570959.25,22478.6,4495720,8.55,0.57,8.55,24189.00,1,10-12-2019
2614,62,Male,0,self_employed,1491,2,3523.84,264288,4422.65,884530,77144.1,5142.94,77144.1,1889.00,1,30-04-2019
2615,61,Male,0,salaried,295,2,1296.91,97268.25,1507.57,301514,125122.5,8341.5,125122.5,201.00,0,31-12-2019
2616,28,Male,0,salaried,1020,2,5513.92,413544,4920.98,984196,676.65,45.11,676.65,7939.00,0,12-12-2019
2617,90,,,self_employed,989,3,385.05,28878.75,6124.37,1224874,350501.55,23366.77,350501.55,8655.00,0,31-12-2019
2618,59,Male,0,salaried,501,2,2468.47,185135.25,2471.37,494274,6219,414.6,6219,2613.00,0,29-10-2019
2619,55,Male,0,salaried,904,3,1992.06,149404.5,1992.06,398412,5.55,0.37,5.55,2573.00,0,NaT
2620,43,Female,0,self_employed,623,2,226.12,16959,2980.21,596042,2153.4,143.56,2153.4,2359.00,1,NaT
2621,53,Male,0,self_employed,575,1,19359.18,1451938.5,19359.18,3871836,7.95,0.53,7.95,24609.00,0,NaT
2622,62,Male,0,self_employed,905,2,1839.94,137995.5,1839.94,367988,1.65,0.11,1.65,1523.00,0,24-09-2019
2623,79,Male,0,retired,479,3,7166.44,537483,5051.23,1010246,6,0.4,6,4383.00,0,21-11-2019
2624,25,Male,0,self_employed,1096,3,9687.55,726566.25,10752.93,2150586,108360.45,7224.03,108360.45,15040.00,1,24-12-2019
2626,32,Female,,self_employed,1385,2,1751.85,131388.75,8480.89,1696178,41791.05,2786.07,41791.05,26787.00,1,NaT
2627,26,Male,0,student,447,2,8995.28,674646,7181.41,1436282,9904.5,660.3,9904.5,7177.00,1,26-11-2019
2628,56,Male,0,salaried,1181,2,5373.74,403030.5,13356.18,2671236,184057.5,12270.5,184057.5,1894.00,0,08-12-2019
2629,25,Female,0,salaried,635,3,2124.79,159359.25,2124.79,424958,2.4,0.16,2.4,2758.00,0,NaT
2630,54,Female,0,self_employed,15,2,5164.49,387336.75,3448.99,689798,2149.95,143.33,2149.95,962.00,0,15-11-2019
2631,46,Male,0,self_employed,146,2,2356.42,176731.5,2488.98,497796,9.15,0.61,9.15,2054.00,0,02-10-2019
2632,28,Male,0,student,409,3,7861.65,589623.75,7743.86,1548772,15696.15,1046.41,15696.15,9551.00,0,31-12-2019
2633,42,Male,0,self_employed,905,3,1479.35,110951.25,1479.35,295870,7.5,0.5,7.5,1909.00,0,24-02-2019
2634,55,Female,0,self_employed,409,3,35011.77,2625882.75,24302.05,4860410,278571.6,18571.44,278571.6,12658.00,0,23-11-2019
2635,68,Male,0,retired,623,2,2686.73,201504.75,1762.34,352468,3020.85,201.39,3020.85,169.00,0,24-04-2019
2636,38,Male,0,self_employed,776,2,5875.92,440694,9175.34,1835068,57931.95,3862.13,57931.95,14269.00,1,20-10-2019
2638,69,Male,2,self_employed,856,3,2025.56,151917,2067.09,413418,8.1,0.54,8.1,2720.00,0,04-09-2019
2639,32,Male,0,self_employed,1020,2,3719.91,278993.25,3954.99,790998,21434.1,1428.94,21434.1,5990.00,0,27-12-2019
2640,30,Male,,self_employed,409,3,5510.12,413259,5506.72,1101344,6.45,0.43,6.45,6937.00,0,20-07-2019
2641,43,Male,2,self_employed,146,3,1270.34,95275.5,1533.67,306734,2.55,0.17,2.55,1635.00,0,18-12-2019
2642,49,Male,0,self_employed,409,2,12533.46,940009.5,11338.05,2267610,7.35,0.49,7.35,1131.00,0,20-11-2019
2643,42,Female,0,self_employed,1020,2,3118.9,233917.5,3137.76,627552,3.15,0.21,3.15,3535.00,0,25-09-2019
2644,55,Male,0,self_employed,61,2,1164.36,87327,1472.19,294438,11152.65,743.51,11152.65,3739.00,0,26-03-2019
2645,55,Female,0,salaried,1111,2,2704.47,202835.25,2599.03,519806,751.65,50.11,751.65,2735.00,0,11-12-2019
2646,40,Female,0,self_employed,61,2,7506.07,562955.25,6117.63,1223526,10255.65,683.71,10255.65,5213.00,0,31-12-2019
2647,45,Male,0,self_employed,409,3,6174.44,463083,6482.12,1296424,2080.5,138.7,2080.5,8207.00,0,31-10-2019
2648,26,Female,0,salaried,531,2,3153.83,236537.25,3153.83,630766,8.55,0.57,8.55,4074.00,0,NaT
2649,61,Male,1,self_employed,239,2,24547.77,1841082.75,18112.01,3622402,12271.65,818.11,12271.65,10794.00,0,26-12-2019
2650,61,Female,0,self_employed,664,1,23674.31,1775573.25,23900.91,4780182,2.55,0.17,2.55,30956.00,0,09-06-2019
2651,14,Male,,student,834,2,2612.33,195924.75,2412,482400,9,0.6,9,3005.00,0,06-12-2019
2652,30,Female,,student,1096,3,5946.98,446023.5,5432.69,1086538,273.75,18.25,273.75,4278.00,0,31-12-2019
2653,78,Male,0,retired,905,2,1048.06,78604.5,8771.32,1754264,3218.1,214.54,3218.1,14044.00,1,05-12-2019
2654,30,Female,0,self_employed,1626,2,124.06,9304.5,1598.83,319766,75006,5000.4,75006,1310.00,0,14-12-2019
2655,27,Female,0,student,409,1,2119.7,158977.5,2292.88,458576,2758.05,183.87,2758.05,2555.00,0,14-11-2019
2656,35,Male,1,self_employed,63,2,2688.05,201603.75,5963.64,1192728,1516.65,101.11,1516.65,11506.00,1,07-09-2019
2657,48,Male,0,salaried,905,2,2097.79,157334.25,2360.15,472030,8460,564,8460,3814.00,0,19-09-2019
2658,46,Male,0,self_employed,449,2,2042.37,153177.75,2150.63,430126,210758.1,14050.54,210758.1,6242.00,0,18-12-2019
2659,55,Male,2,self_employed,1232,2,17009.86,1275739.5,16551.61,3310322,154224.6,10281.64,154224.6,17028.00,0,25-12-2019
2660,53,Male,3,salaried,146,3,2724.5,204337.5,2247.82,449564,2143.95,142.93,2143.95,3171.00,0,12-10-2019
2661,33,Male,3,self_employed,178,2,73.57,5517.75,2520.64,504128,38334.6,2555.64,38334.6,5321.00,0,03-12-2019
2662,71,Male,0,self_employed,452,2,83.42,6256.5,5749.67,1149934,348008.85,23200.59,348008.85,11026.00,1,25-12-2019
2663,64,Male,0,self_employed,572,3,4176.73,313254.75,2676.21,535242,8575.5,571.7,8575.5,1982.00,0,29-12-2019
2664,62,Female,0,retired,834,2,1611.45,120858.75,3109.41,621882,10716,714.4,10716,4863.00,0,26-04-2019
2665,66,Male,2,retired,1020,2,2352.83,176462.25,1746.58,349316,12862.35,857.49,12862.35,1091.00,0,28-12-2019
